#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-20T23:47:44 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-20T23:47:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/50/table3&-order=I&LEDA=LEDA&-out=Dist&-out=e_DM&-out=HV&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
#Column	e_DM	(F5.2)	[0.1/0.6] One standard deviation uncertainty in DM ({epsilon}_{mu}_) (2)	[ucd=stat.error]
#Column	HV	(I5)	[-376/34770] Heliocentric Velocity (V_h_)	[ucd=spect.dopplerVeloc;pos.heliocentric]
Dist	e_DM	HV
118.58	 0.40	 7241
127.06	 0.40	 8185
 68.55	 0.40	 4388
 16.44	 0.45	  967
 36.81	 0.30	 1729
 85.11	 0.20	 5769
 37.15	 0.40	 1800
 28.31	 0.28	 1576
 57.81	 0.40	 3601
110.66	 0.40	 6191
 20.99	 0.30	  851
 31.62	 0.30	 1855
 23.99	 0.54	 1668
 66.99	 0.50	 5752
115.35	 0.40	 8405
 73.45	 0.50	 5613
145.21	 0.50	 8288
 98.17	 0.50	 8123
 25.82	 0.40	 1250
 10.19	 0.40	  760
 17.14	 0.45	 1787
 77.27	 0.40	 5992
 92.90	 0.40	 8010
127.06	 0.40	 6364
 80.17	 0.40	 6136
 17.14	 0.30	  962
 19.59	 0.30	  807
 74.47	 0.30	 7681
 10.33	 0.40	 1010
  2.63	 0.16	  243
 74.47	 0.40	 6423
148.59	 0.40	 8075
 20.51	 0.24	 1550
 12.36	 0.30	  918
 16.90	 0.28	  976
 56.23	 0.40	 7212
123.59	 0.30	 5974
 52.00	 0.30	 6639
 47.64	 0.40	 3736
 19.05	 0.30	 2021
 25.00	 0.54	 1570
166.72	 0.50	10590
104.71	 0.40	 6285
 63.97	 0.40	 4942
 12.42	 0.28	  914
 50.82	 0.40	 3140
 19.32	 0.54	 1488
 37.50	 0.30	 2952
119.12	 0.50	 8188
 30.34	 0.54	 3250
 58.34	 0.30	 2737
 86.30	 0.40	 7435
 83.56	 0.30	 6199
 20.42	 0.30	 1707
 92.90	 0.40	 6477
 83.95	 0.30	 6457
 18.54	 0.30	  803
 76.56	 0.40	 5743
 19.23	 0.30	 1050
 27.93	 0.40	 1636
 34.51	 0.40	 3200
 15.85	 0.40	 1685
 22.08	 0.30	 1657
 27.42	 0.50	 1635
 18.88	 0.28	 1134
 78.34	 0.50	 7080
 31.92	 0.54	 2389
 84.72	 0.40	 6738
 36.31	 0.28	 1854
  5.45	 0.20	  642
 37.33	 0.54	 1813
153.46	 0.50	11119
157.04	 0.40	11447
 54.95	 0.50	 5592
 82.41	 0.30	 6783
 19.86	 0.30	  850
 41.50	 0.50	 4334
174.58	 0.40	10152
 88.72	 0.40	 6389
 63.39	 0.50	 5493
 93.33	 0.30	 6350
 20.23	 0.30	  846
 27.93	 0.40	 1597
 36.31	 0.30	 2496
 18.97	 0.30	 1720
 94.19	 0.40	 6350
137.40	 0.17	 9948
 40.36	 0.40	 1916
 21.58	 0.14	 1112
 88.31	 0.40	 6186
 19.23	 0.30	  911
109.65	 0.50	 8040
 17.22	 0.30	  938
 34.04	 0.30	 2997
 16.75	 0.30	 1067
100.46	 0.40	 6403
 45.92	 0.50	 1801
 28.31	 0.54	 1882
128.82	 0.40	 8309
 55.72	 0.17	 4342
 17.95	 0.54	 1201
 83.56	 0.40	 5499
 26.18	 0.30	 1048
 10.05	 0.28	  694
 14.19	 0.28	 1044
 40.93	 0.40	 3711
 17.86	 0.30	 1795
 66.37	 0.40	 4181
 18.11	 0.30	  904
 20.61	 0.30	  832
 18.54	 0.30	  903
 12.71	 0.30	  761
 23.44	 0.45	 1081
 32.81	 0.40	 3212
 78.70	 0.50	 6056
 14.66	 0.24	  972
 75.16	 0.40	 5390
 89.54	 0.40	 6367
 16.44	 0.30	  755
 29.92	 0.40	 1456
173.78	 0.40	17096
 94.19	 0.40	 6259
 21.48	 0.28	 1617
269.15	 0.40	12842
 20.99	 0.30	 1790
 26.92	 0.54	 1532
 44.26	 0.30	 2370
 51.76	 0.54	 4135
 22.08	 0.20	 1632
 20.61	 0.14	 1628
 44.67	 0.40	 3080
224.91	 0.50	13722
 73.79	 0.40	 5729
111.69	 0.54	 7259
 19.05	 0.54	 1516
 32.96	 0.30	 1976
 11.27	 0.40	 2196
 28.44	 0.30	 1761
 92.47	 0.40	 6279
 11.02	 0.40	  704
 48.08	 0.40	 3572
 26.92	 0.30	 1660
 55.46	 0.50	 4612
 41.11	 0.40	 1919
  9.95	 0.54	 1228
 33.57	 0.54	 2139
 39.08	 0.40	 2063
  4.39	 0.20	  210
 14.72	 0.30	  766
 90.36	 0.17	 6326
  8.79	 0.45	  936
 44.67	 0.30	 2414
187.07	 0.40	 9704
 84.33	 0.40	 6900
 22.70	 0.30	 1453
125.89	 0.40	 6788
 10.57	 0.30	 1751
 93.76	 0.31	 6074
 15.21	 0.54	  558
132.43	 0.40	10018
 19.95	 0.30	  744
100.00	 0.40	 7538
 14.00	 0.30	  746
 19.41	 0.40	 1841
 32.51	 0.40	 2255
 17.14	 0.54	 1438
 29.92	 0.30	 2013
 74.13	 0.50	 5474
 79.07	 0.50	 5489
 11.59	 0.30	  772
145.21	 0.40	 7316
 12.30	 0.30	  571
157.76	 0.50	10517
  9.73	 0.54	 1722
 20.42	 0.30	 1074
  8.32	 0.40	  783
125.89	 0.50	11979
 19.50	 0.30	  837
 60.53	 0.40	 4314
 26.67	 0.28	 1873
 61.38	 0.40	 4475
 39.45	 0.40	 2859
  9.55	 0.24	  782
120.78	 0.40	 7180
 74.82	 0.40	 6352
 65.16	 0.50	 4066
 26.67	 0.30	 1723
 90.36	 0.40	 5763
 23.99	 0.28	 1389
 23.44	 0.30	 2220
 31.62	 0.30	 1815
 29.24	 0.54	 2246
 15.63	 0.54	 1070
 19.95	 0.30	 1175
 16.98	 0.28	 1676
 27.54	 0.30	 2144
 31.77	 0.54	 2186
 16.00	 0.24	  872
 26.67	 0.30	 1165
 26.79	 0.54	 1671
 15.85	 0.28	  962
185.35	 0.40	 8645
 47.86	 0.54	 2574
 44.06	 0.54	 1899
 44.67	 0.30	 2608
  4.85	 0.20	  339
  6.76	 0.17	  265
116.41	 0.40	 8750
 22.39	 0.30	 2135
 45.50	 0.30	 2164
 19.05	 0.28	  485
207.01	 0.50	10309
 13.06	 0.28	  239
 35.48	 0.54	 2444
 63.10	 0.50	 6816
 82.41	 0.40	 6817
 49.20	 0.50	 4300
 16.52	 0.54	 1753
 50.12	 0.40	 2241
 17.06	 0.30	  764
 19.86	 0.54	 2139
 14.86	 0.28	 1186
 16.52	 0.30	  266
 32.81	 0.30	 2112
 41.30	 0.30	 3140
 51.76	 0.40	 4019
 43.05	 0.30	 2573
131.83	 0.40	 7103
  2.95	 0.16	  164
125.31	 0.17	 9295
 32.21	 0.24	 2273
 12.76	 0.30	 1120
199.53	 0.40	10336
 37.50	 0.30	 2209
127.06	 0.40	 7007
107.65	 0.40	 8051
 73.11	 0.40	 6385
 13.30	 0.30	  374
 14.13	 0.45	 -189
 16.22	 0.50	 1262
 11.53	 0.45	  770
 97.72	 0.40	 7301
 43.05	 0.54	 2233
103.75	 0.40	 8099
 16.67	 0.30	  929
 97.27	 0.40	 6515
 34.99	 0.40	 2072
 96.83	 0.20	 7568
  2.83	 0.20	  152
 25.82	 0.30	 2110
 17.62	 0.45	 -114
  3.28	 0.16	  611
 64.27	 0.40	 5444
 38.19	 0.30	 2472
105.20	 0.40	 7879
  5.45	 0.20	   63
 25.00	 0.30	  622
 26.92	 0.30	 2062
 15.21	 0.54	  260
 16.83	 0.30	 1439
  2.96	 0.16	  283
120.23	 0.40	 5824
 40.55	 0.30	 2316
 15.28	 0.28	 1083
 93.33	 0.40	 6476
 16.29	 0.28	  993
 94.19	 0.40	 7505
 19.05	 0.30	  706
 26.79	 0.30	 3180
 15.78	 0.30	  600
 34.36	 0.30	 2944
 16.52	 0.30	  -85
  2.94	 0.16	  291
  3.24	 0.16	  154
126.47	 0.50	 9292
 42.07	 0.40	 1982
 13.80	 0.30	  722
 87.90	 0.40	 6703
 18.88	 0.30	 1031
 46.34	 0.40	 3338
 20.32	 0.40	  927
164.44	 0.40	10736
 19.68	 0.30	  231
121.90	 0.40	 7258
 22.08	 0.30	 1989
  4.19	 0.20	  172
 52.72	 0.30	 2593
 18.11	 0.28	   22
116.41	 0.50	12012
 86.70	 0.40	 7051
 25.35	 0.30	  706
  4.41	 0.20	   -1
 36.31	 0.30	 2765
 35.48	 0.28	 2275
 33.42	 0.30	 2132
 19.23	 0.30	  864
 12.82	 0.50	  908
100.00	 0.17	 6921
 17.70	 0.28	 1430
 33.88	 0.40	 2237
  4.66	 0.17	  245
  5.50	 0.30	  514
 22.28	 0.30	  408
119.12	 0.40	 6692
100.00	 0.40	 7657
101.39	 0.40	 7287
 51.29	 0.40	 3719
 15.70	 0.30	  735
 83.95	 0.40	 5884
105.68	 0.50	 9714
 19.50	 0.28	 1069
132.43	 0.40	 8305
 78.34	 0.40	 5699
 67.30	 0.40	 6947
 21.78	 0.54	  873
 28.31	 0.40	 1997
266.69	 0.40	11638
  2.36	 0.20	  429
 13.87	 0.40	 2404
 30.06	 0.50	 1977
  7.31	 0.10	  456
 32.06	 0.30	 2467
  7.28	 0.20	  272
 48.08	 0.40	 3659
 88.31	 0.17	 6682
 32.36	 0.28	 2222
 16.60	 0.24	 1366
 16.67	 0.28	  217
 25.82	 0.40	 2207
 16.29	 0.24	  983
 31.33	 0.40	 2371
 23.88	 0.50	 2370
 56.49	 0.40	 3947
 29.11	 0.30	 2374
 15.35	 0.28	  627
 70.15	 0.40	 4019
 67.30	 0.30	 4204
 26.30	 0.28	 1701
 39.63	 0.30	 1734
 15.78	 0.28	  988
 25.35	 0.28	 2728
 65.46	 0.50	 4377
 29.65	 0.30	 1593
211.84	 0.40	 9526
101.86	 0.31	 8149
 97.72	 0.50	 7678
 86.70	 0.40	 5439
 17.06	 0.28	 1419
 29.11	 0.54	 2138
120.78	 0.40	 5901
 46.13	 0.30	 2539
106.17	 0.50	11388
 48.31	 0.50	 4302
  7.28	 0.20	  461
222.84	 0.50	11842
 95.50	 0.16	 6867
 16.52	 0.30	  347
 13.00	 0.45	 1129
 77.62	 0.40	 4007
 37.67	 0.30	 2935
 57.02	 0.50	 5257
 20.23	 0.30	 1054
125.31	 0.40	 7516
 15.42	 0.54	 1019
 22.80	 0.28	  500
130.62	 0.50	13072
 15.63	 0.28	  983
 20.51	 0.54	 1573
 58.61	 0.40	 4876
 11.17	 0.30	  144
 13.24	 0.30	 1445
 23.55	 0.28	 1101
 27.93	 0.30	 1252
 21.88	 0.24	 1203
 19.41	 0.54	 1544
 13.93	 0.12	 1572
144.54	 0.40	11752
 26.18	 0.40	 1666
 18.88	 0.30	 1563
 22.70	 0.30	  569
 52.00	 0.30	 2748
 45.71	 0.50	 4372
 14.06	 0.28	  798
 16.22	 0.24	 1293
 24.55	 0.45	  999
121.34	 0.40	 7547
 28.71	 0.54	 2708
 18.03	 0.30	 1422
 34.04	 0.30	 2017
 78.70	 0.40	 9434
 20.32	 0.50	 1246
 57.02	 0.40	 4152
 19.05	 0.45	 1120
 18.37	 0.28	 2083
 16.52	 0.30	 1133
111.69	 0.40	 7614
 22.80	 0.24	 1221
 27.16	 0.28	 1648
 20.23	 0.40	 2794
115.88	 0.20	 7839
 26.30	 0.54	 1761
 15.63	 0.28	  692
 16.75	 0.28	  913
 16.83	 0.15	  999
 20.80	 0.30	 2528
 17.70	 0.24	 1359
 14.86	 0.24	 1050
 21.68	 0.45	 1138
 43.85	 0.50	 2824
 23.77	 0.28	 1326
 72.44	 0.50	 5264
 16.00	 0.30	  963
 74.13	 0.50	 5641
 15.85	 0.24	  718
 20.61	 0.30	 -139
 61.09	 0.50	 3206
  9.33	 0.30	  716
 38.73	 0.28	 2936
136.77	 0.40	 6894
 16.90	 0.24	  538
 25.35	 0.30	  991
 57.02	 0.40	 5380
 18.11	 0.30	 2513
127.64	 0.50	 9801
  4.76	 0.20	  318
107.15	 0.40	 7559
 19.95	 0.30	 1194
 16.75	 0.28	 1023
 72.11	 0.40	 8422
 36.48	 0.30	 1427
 12.02	 0.54	 -113
 14.79	 0.30	  239
 23.88	 0.30	 3571
 17.06	 0.24	 -282
 44.26	 0.50	 5197
  5.70	 0.20	  281
 86.30	 0.50	 5579
 16.90	 0.40	 1083
  9.51	 0.20	  372
 17.86	 0.17	  714
 15.07	 0.20	   95
 17.14	 0.50	  908
 16.90	 0.40	    0
 14.93	 0.24	  835
229.09	 0.40	14077
 13.37	 0.40	 1101
 52.00	 0.40	 4062
 13.49	 0.28	 -218
 14.32	 0.30	 1693
  4.97	 0.20	  217
 80.17	 0.50	 8792
 92.47	 0.40	 6220
 15.49	 0.45	 1122
 18.97	 0.30	 2340
 94.62	 0.50	 7620
 87.90	 0.50	 8808
 19.32	 0.28	 2664
110.66	 0.40	 8123
 29.11	 0.30	  925
 16.00	 0.40	 1448
 43.65	 0.30	 2976
 72.78	 0.40	 6399
 21.48	 0.24	 1070
 26.79	 0.24	 2938
 44.06	 0.40	 2987
 16.52	 0.28	  803
  2.59	 0.16	  196
 79.07	 0.40	 6156
101.39	 0.40	 7475
 15.85	 0.28	  628
 32.96	 0.54	 2249
  9.95	 0.40	  603
 15.35	 0.24	  532
 16.07	 0.28	 1817
  4.27	 0.20	  204
 16.52	 0.28	  663
 18.45	 0.54	  340
 22.80	 0.30	  663
 28.44	 0.30	 1119
 32.36	 0.30	 3405
 15.70	 0.28	 1709
  4.72	 0.20	  288
 15.63	 0.30	 1954
 82.04	 0.40	 6770
138.68	 0.40	 9815
  4.74	 0.20	  309
 23.01	 0.30	  862
 11.53	 0.30	 1680
  6.79	 0.30	  644
  9.20	 0.28	  504
 73.11	 0.40	 4239
  8.51	 0.20	  412
 16.98	 0.24	  676
 15.85	 0.28	 1186
 19.77	 0.50	 1927
100.46	 0.40	 6971
 15.63	 0.28	 1266
 32.51	 0.54	 1802
 16.83	 0.28	  445
142.56	 0.40	 8514
 12.02	 0.40	  535
 30.90	 0.40	  755
 15.78	 0.28	  889
 13.49	 0.30	 2341
 16.07	 0.24	  979
 96.38	 0.40	 7393
 15.00	 0.24	 2259
 14.06	 0.24	 1588
 17.54	 0.28	 1959
 19.77	 0.50	 1358
 18.03	 0.28	 1836
 16.44	 0.24	 1390
 18.03	 0.24	  848
103.75	 0.50	 7756
 58.08	 0.40	 4219
 41.69	 0.30	 2422
 59.16	 0.40	 6031
  8.91	 0.20	  483
 16.14	 0.28	 1547
 16.60	 0.28	  884
 16.52	 0.28	 1280
 12.88	 0.24	  940
 18.20	 0.28	  757
 12.30	 0.54	 1036
 95.50	 0.17	 6920
 16.75	 0.28	 1332
 34.51	 0.40	 3128
 63.10	 0.17	 4565
 16.90	 0.28	 1310
 14.72	 0.20	 1730
 14.00	 0.30	 1508
 13.30	 0.30	 2097
213.80	 0.40	 8729
 19.95	 0.30	 2280
 16.67	 0.28	 1003
 33.73	 0.40	 1626
 15.28	 0.28	 1301
 17.06	 0.30	  997
140.60	 0.40	 9799
 88.31	 0.40	 7501
 15.85	 0.28	 1504
 17.38	 0.54	 1530
100.00	 0.40	 6212
 15.92	 0.28	  429
 17.70	 0.30	 1734
 13.80	 0.30	 -168
  8.75	 0.17	 1125
 83.56	 0.40	 4984
  5.11	 0.18	  331
 47.42	 0.30	 2534
 15.92	 0.24	  954
 16.07	 0.28	 1079
 18.03	 0.28	  245
 70.79	 0.40	 3557
 14.45	 0.45	 1224
 18.11	 0.28	  762
 18.97	 0.54	 1290
 14.26	 0.30	 2326
 67.92	 0.54	 2816
162.93	 0.40	10582
114.29	 0.40	 7678
107.15	 0.16	 7647
 87.90	 0.40	 6120
 16.22	 0.28	 1614
 11.59	 0.30	 1175
 57.81	 0.40	 4841
143.22	 0.40	 9842
 14.00	 0.30	 2344
 15.00	 0.16	  587
 15.92	 0.40	  800
 15.21	 0.24	 1369
 16.83	 0.28	 1504
 13.37	 0.17	 1737
 16.60	 0.28	 2064
 15.07	 0.28	  119
136.14	 0.40	 6855
 10.81	 0.45	 2024
 16.14	 0.18	 1960
 14.45	 0.17	 1806
 13.93	 0.40	  441
 34.51	 0.30	 2738
 52.00	 0.50	 5022
115.88	 0.40	 8054
 94.19	 0.31	 6873
 77.62	 0.40	 4571
 17.14	 0.16	  488
 14.00	 0.28	 1054
 13.43	 0.24	  410
 27.93	 0.28	 1148
 10.72	 0.30	 1352
 17.14	 0.30	 1151
 15.42	 0.28	  282
 15.42	 0.24	 1200
 14.59	 0.54	  985
 15.85	 0.28	  323
139.96	 0.40	 9172
  7.41	 0.30	  814
 39.63	 0.50	 3099
 18.88	 0.40	 2052
 13.43	 0.15	 1226
 15.70	 0.28	 1414
 16.14	 0.24	 1132
130.02	 0.40	 8500
  9.51	 0.20	 1120
 16.98	 0.24	 1745
 16.37	 0.28	 1723
 14.72	 0.18	  339
 11.27	 0.45	 1634
 24.10	 0.30	 1521
  6.28	 0.16	  454
108.14	 0.40	 7667
 22.39	 0.28	 2002
 17.78	 0.24	 2273
 71.12	 0.40	 5339
 13.61	 0.30	 1072
 37.15	 0.30	 2954
 16.67	 0.40	 1514
 17.14	 0.40	 1039
 28.84	 0.45	 2967
 17.46	 0.28	 1273
100.93	 0.50	 8418
 99.08	 0.40	 7286
 36.98	 0.22	 3126
 20.80	 0.30	 1786
 92.47	 0.50	 8398
 14.32	 0.45	  789
 36.81	 0.54	 3398
 70.79	 0.40	 5198
147.91	 0.40	 7282
 29.79	 0.40	 3918
  3.77	 0.16	  308
 76.56	 0.40	 5607
 14.59	 0.28	 1247
111.17	 0.50	 6603
 49.66	 0.45	 2430
134.90	 0.50	 6661
 11.64	 0.30	 1070
 15.07	 0.30	 2072
 79.80	 0.50	 7048
 80.91	 0.40	 6361
 31.92	 0.30	 3672
 12.88	 0.30	  631
 11.27	 0.24	 1095
  5.55	 0.20	  146
 40.36	 0.40	 3024
 16.14	 0.28	 1973
 10.38	 0.54	 1041
 16.75	 0.28	 1560
 99.54	 0.40	 6349
 16.14	 0.28	 1705
 58.34	 0.50	 6351
  8.17	 0.16	  852
 44.46	 0.40	 4268
 62.81	 0.40	 5694
 23.44	 0.54	 1863
 36.64	 0.30	 2536
 40.36	 0.35	 3237
 32.81	 0.17	 2594
131.83	 0.40	 9336
 49.66	 0.30	 2499
 15.92	 0.28	  628
 11.53	 0.30	 2270
 79.07	 0.40	 7736
 15.35	 0.28	  558
 57.81	 0.40	 4347
 95.94	 0.40	 6118
 16.37	 0.28	 1793
  6.52	 0.45	  537
132.43	 0.40	10389
 15.56	 0.28	  914
 93.76	 0.17	 6924
 15.70	 0.28	 1032
 21.38	 0.28	 1141
  9.29	 0.28	  544
 15.35	 0.24	  438
128.82	 0.16	10946
  7.35	 0.20	  605
 15.92	 0.28	  206
 34.51	 0.30	 2712
 97.72	 0.50	10346
 17.14	 0.28	 1788
100.93	 0.40	 7333
  4.57	 0.20	  355
 43.05	 0.24	 4606
 40.74	 0.54	 2830
 84.72	 0.40	 5501
 13.93	 0.30	 1724
 61.94	 0.50	 4468
 14.79	 0.54	  952
 62.52	 0.40	 5024
102.80	 0.30	 5913
 17.14	 0.28	 1163
112.20	 0.17	 7570
 15.07	 0.24	  925
 54.20	 0.50	 4324
 22.39	 0.13	  989
 39.45	 0.40	 3206
 16.75	 0.28	 1611
131.22	 0.40	 7119
 37.84	 0.50	 3185
102.80	 0.30	 7523
140.60	 0.50	11332
 40.74	 0.30	 2644
175.39	 0.40	 9364
 27.80	 0.50	 2308
 16.29	 0.40	 1413
 16.67	 0.54	 1668
 17.38	 0.24	 1108
 28.44	 0.30	  801
130.62	 0.40	 8695
 93.76	 0.50	 7570
 95.50	 0.40	 8185
 58.61	 0.50	 5019
 14.26	 0.30	 1042
 95.50	 0.40	 6006
  4.88	 0.30	  648
 28.58	 0.22	 2613
 44.06	 0.30	 3303
 16.44	 0.28	  922
149.28	 0.40	 9114
 70.15	 0.40	 6992
 16.67	 0.24	 1095
 72.78	 0.40	 4762
 28.84	 0.30	 2396
  5.45	 0.20	  620
145.21	 0.50	 9134
 47.64	 0.40	 3541
159.22	 0.50	14477
 80.91	 0.40	 4874
 15.49	 0.30	 1517
 62.81	 0.46	 2520
 16.98	 0.28	 1835
 68.55	 0.17	 4782
 16.83	 0.30	 1616
 21.38	 0.30	  965
 65.16	 0.50	 6814
141.91	 0.17	 9634
 17.30	 0.54	 1475
 79.43	 0.40	 5293
178.65	 0.50	14527
 96.38	 0.50	 8633
198.61	 0.50	 9296
  5.47	 0.20	  588
 44.87	 0.30	 2300
 38.19	 0.45	 3290
100.46	 0.40	 6457
 32.21	 0.34	 4541
 17.86	 0.45	  836
 77.98	 0.50	 7060
 30.06	 0.16	 2429
  3.01	 0.20	  332
 29.92	 0.40	 1674
 91.62	 0.30	 6759
 13.93	 0.28	 1586
 15.70	 0.28	 1182
 53.46	 0.46	 2832
105.68	 0.40	 7544
 57.28	 0.15	 4646
124.17	 0.40	 7482
 41.50	 0.50	 3578
 16.00	 0.40	 1599
104.71	 0.40	 7039
 43.25	 0.40	 3310
 95.94	 0.50	 7987
 48.98	 0.40	 3207
 31.19	 0.50	 3295
 88.31	 0.40	 6341
 36.81	 0.24	 2640
 50.35	 0.46	 3696
 25.47	 0.30	 1010
  6.52	 0.20	  467
 50.58	 0.46	 3003
 12.42	 0.28	 1247
265.46	 0.40	12143
 78.70	 0.30	 6889
 35.97	 0.45	 3474
 93.33	 0.17	 8169
 35.48	 0.24	 2974
204.17	 0.40	13296
 66.07	 0.20	 3842
 19.50	 0.45	 1396
 54.45	 0.50	 4423
118.58	 0.50	 8792
 47.21	 0.46	 3136
 16.90	 0.54	 1507
 56.49	 0.50	 3944
109.14	 0.40	 6600
 49.20	 0.40	 4295
207.01	 0.40	13550
 31.48	 0.46	 4269
 34.36	 0.46	 4817
104.23	 0.30	 8078
 49.43	 0.40	 4673
139.32	 0.50	 9097
 34.36	 0.22	 1955
 59.98	 0.40	 4379
 30.48	 0.50	 3630
 72.78	 0.40	 4864
 57.28	 0.17	 4120
 91.62	 0.50	 6880
121.34	 0.40	 9348
 19.50	 0.30	 1157
 44.26	 0.46	 2186
 46.77	 0.34	 3742
 14.72	 0.30	  652
111.69	 0.40	 7431
192.31	 0.50	14154
 41.30	 0.50	 3265
 38.19	 0.22	 4673
 36.64	 0.50	 4982
 43.65	 0.46	 2956
 50.35	 0.46	 4178
 43.05	 0.50	 2384
 21.68	 0.40	 2301
 12.88	 0.15	 1206
 75.16	 0.40	 4806
 46.77	 0.50	 3168
 31.62	 0.30	 2391
 59.70	 0.40	 4744
 43.05	 0.34	 5256
 20.80	 0.30	 1270
 99.08	 0.40	 7681
 39.63	 0.46	 2359
 39.81	 0.50	 4767
  4.59	 0.16	  314
 33.27	 0.50	 4453
105.20	 0.40	 8852
 74.47	 0.35	 2468
 13.00	 0.30	 1492
 17.22	 0.54	 1304
 85.11	 0.50	 7591
 13.49	 0.24	  928
 73.45	 0.40	 4751
 38.37	 0.30	 1746
176.20	 0.50	14680
101.39	 0.40	 6575
 37.67	 0.35	 3235
 41.69	 0.40	 3569
 42.27	 0.50	 1312
130.62	 0.50	15514
 47.86	 0.50	 3782
 44.87	 0.50	 3452
 43.25	 0.50	 3201
 83.56	 0.30	 6187
 45.08	 0.50	 3058
  8.20	 0.54	 1195
 29.51	 0.46	 3338
 42.85	 0.50	 2654
 15.63	 0.28	 1272
 38.02	 0.50	 4704
 31.77	 0.30	 1780
 58.61	 0.35	 3679
 50.12	 0.46	 2110
124.74	 0.40	 7169
 86.70	 0.50	 6951
 53.46	 0.50	 3467
 30.48	 0.34	 2978
 15.92	 0.28	 1317
 66.37	 0.50	 4611
 24.10	 0.28	 1242
 43.25	 0.50	 4433
 32.36	 0.54	 2257
118.03	 0.30	 7884
 36.64	 0.17	 2557
 65.16	 0.40	 4221
 58.61	 0.50	 4854
206.06	 0.40	14668
 12.08	 0.30	 1243
 44.26	 0.30	 3846
130.62	 0.30	 7065
167.49	 0.50	14200
 37.33	 0.54	 2877
 61.09	 0.40	 4374
280.54	 0.50	12889
185.35	 0.50	13531
 58.34	 0.50	 4720
  7.41	 0.45	  716
 20.23	 0.40	 1130
 36.14	 0.24	 4316
242.10	 0.50	12602
 46.13	 0.50	 3644
 30.76	 0.40	 2988
129.42	 0.50	14290
230.14	 0.50	12779
317.69	 0.40	23055
108.64	 0.30	 7938
 32.36	 0.24	 3060
176.20	 0.50	13541
113.24	 0.50	 7056
 53.70	 0.50	 3527
 97.27	 0.30	 6317
172.19	 0.31	13987
 23.55	 0.54	 3341
 13.18	 0.30	 1260
 82.79	 0.40	 4811
 54.95	 0.50	 4627
199.53	 0.50	14204
181.13	 0.50	13418
 53.70	 0.50	 1260
180.30	 0.50	14637
 29.92	 0.30	 2484
205.12	 0.50	12480
 59.43	 0.50	 4710
 31.48	 0.54	 2551
142.56	 0.50	 8979
 27.93	 0.30	  920
 59.70	 0.50	 4133
 29.38	 0.54	 2472
219.79	 0.50	14472
 28.58	 0.54	 1544
  5.97	 0.20	  643
 53.70	 0.50	 4295
232.27	 0.40	13273
 34.67	 0.30	 4202
 52.24	 0.50	 4414
 88.72	 0.40	 9213
 61.38	 0.50	 4067
 14.52	 0.30	 1324
 46.77	 0.54	 2780
 45.71	 0.30	 2507
 86.70	 0.50	 6980
 54.70	 0.40	 3181
151.36	 0.50	15001
  4.83	 0.20	  419
138.04	 0.50	 7104
186.21	 0.50	14401
222.84	 0.50	14020
 18.03	 0.30	  760
 11.59	 0.28	 1030
 17.54	 0.54	  709
167.49	 0.50	14206
190.55	 0.50	13090
101.39	 0.46	 6935
182.81	 0.50	13993
 53.46	 0.54	 2688
105.20	 0.50	 6932
138.04	 0.50	 6463
 71.78	 0.30	 7526
 96.83	 0.46	 6278
134.28	 0.40	 9894
107.65	 0.46	 7106
139.32	 0.50	14268
113.24	 0.50	 7612
  5.30	 0.15	  410
230.14	 0.40	13846
122.46	 0.40	 6467
 11.64	 0.30	 1064
285.76	 0.50	15033
 49.89	 0.50	 3252
125.89	 0.17	 6656
138.04	 0.50	14804
267.92	 0.50	14602
